"US_Congressional_District","Voters_Gender","age_cat","EthnicGroups_EthnicGroup1Desc","CommercialData_Education","Parties_Description","count"
25,"F","35-44","European","Less than HS Diploma","Republican",512
26,"F","35-44","European","Less than HS Diploma","Republican",354
27,"F","35-44","European","Less than HS Diploma","Republican",427
28,"F","35-44","European","Less than HS Diploma","Republican",141
29,"F","35-44","European","Less than HS Diploma","Republican",53
30,"F","35-44","European","Less than HS Diploma","Republican",70
31,"F","35-44","European","Less than HS Diploma","Republican",331
32,"F","35-44","European","Less than HS Diploma","Republican",158
33,"F","35-44","European","Less than HS Diploma","Republican",60
34,"F","35-44","European","Less than HS Diploma","Republican",99
35,"F","35-44","European","Less than HS Diploma","Republican",132
36,"F","35-44","European","Less than HS Diploma","Republican",788
1,"M","35-44","European","Less than HS Diploma","Republican",901
2,"M","35-44","European","Less than HS Diploma","Republican",213
3,"M","35-44","European","Less than HS Diploma","Republican",163
4,"M","35-44","European","Less than HS Diploma","Republican",1039
5,"M","35-44","European","Less than HS Diploma","Republican",722
6,"M","35-44","European","Less than HS Diploma","Republican",371
7,"M","35-44","European","Less than HS Diploma","Republican",94
8,"M","35-44","European","Less than HS Diploma","Republican",749
9,"M","35-44","European","Less than HS Diploma","Republican",71
10,"M","35-44","European","Less than HS Diploma","Republican",477
11,"M","35-44","European","Less than HS Diploma","Republican",752
12,"M","35-44","European","Less than HS Diploma","Republican",456
13,"M","35-44","European","Less than HS Diploma","Republican",827
14,"M","35-44","European","Less than HS Diploma","Republican",385
15,"M","35-44","European","Less than HS Diploma","Republican",141
16,"M","35-44","European","Less than HS Diploma","Republican",37
17,"M","35-44","European","Less than HS Diploma","Republican",533
18,"M","35-44","European","Less than HS Diploma","Republican",79
19,"M","35-44","European","Less than HS Diploma","Republican",607
20,"M","35-44","European","Less than HS Diploma","Republican",54
21,"M","35-44","European","Less than HS Diploma","Republican",229
22,"M","35-44","European","Less than HS Diploma","Republican",252
23,"M","35-44","European","Less than HS Diploma","Republican",217
24,"M","35-44","European","Less than HS Diploma","Republican",129
25,"M","35-44","European","Less than HS Diploma","Republican",605
26,"M","35-44","European","Less than HS Diploma","Republican",291
27,"M","35-44","European","Less than HS Diploma","Republican",478
28,"M","35-44","European","Less than HS Diploma","Republican",186
29,"M","35-44","European","Less than HS Diploma","Republican",53
30,"M","35-44","European","Less than HS Diploma","Republican",61
31,"M","35-44","European","Less than HS Diploma","Republican",302
32,"M","35-44","European","Less than HS Diploma","Republican",163
33,"M","35-44","European","Less than HS Diploma","Republican",70
34,"M","35-44","European","Less than HS Diploma","Republican",89
35,"M","35-44","European","Less than HS Diploma","Republican",145
36,"M","35-44","European","Less than HS Diploma","Republican",862
1,"F","45-54","European","Less than HS Diploma","Republican",676
2,"F","45-54","European","Less than HS Diploma","Republican",196
3,"F","45-54","European","Less than HS Diploma","Republican",243
4,"F","45-54","European","Less than HS Diploma","Republican",760
5,"F","45-54","European","Less than HS Diploma","Republican",496
6,"F","45-54","European","Less than HS Diploma","Republican",388
7,"F","45-54","European","Less than HS Diploma","Republican",91
8,"F","45-54","European","Less than HS Diploma","Republican",660
9,"F","45-54","European","Less than HS Diploma","Republican",50
10,"F","45-54","European","Less than HS Diploma","Republican",431
11,"F","45-54","European","Less than HS Diploma","Republican",551
12,"F","45-54","European","Less than HS Diploma","Republican",438
13,"F","45-54","European","Less than HS Diploma","Republican",585
14,"F","45-54","European","Less than HS Diploma","Republican",342
15,"F","45-54","European","Less than HS Diploma","Republican",135
16,"F","45-54","European","Less than HS Diploma","Republican",33
17,"F","45-54","European","Less than HS Diploma","Republican",387
18,"F","45-54","European","Less than HS Diploma","Republican",48
19,"F","45-54","European","Less than HS Diploma","Republican",489
20,"F","45-54","European","Less than HS Diploma","Republican",63
21,"F","45-54","European","Less than HS Diploma","Republican",288
22,"F","45-54","European","Less than HS Diploma","Republican",294
23,"F","45-54","European","Less than HS Diploma","Republican",147
24,"F","45-54","European","Less than HS Diploma","Republican",159
25,"F","45-54","European","Less than HS Diploma","Republican",523
26,"F","45-54","European","Less than HS Diploma","Republican",379
27,"F","45-54","European","Less than HS Diploma","Republican",370
28,"F","45-54","European","Less than HS Diploma","Republican",133
29,"F","45-54","European","Less than HS Diploma","Republican",63
30,"F","45-54","European","Less than HS Diploma","Republican",64
31,"F","45-54","European","Less than HS Diploma","Republican",350
32,"F","45-54","European","Less than HS Diploma","Republican",162
33,"F","45-54","European","Less than HS Diploma","Republican",52
34,"F","45-54","European","Less than HS Diploma","Republican",79
35,"F","45-54","European","Less than HS Diploma","Republican",106
36,"F","45-54","European","Less than HS Diploma","Republican",643
1,"M","45-54","European","Less than HS Diploma","Republican",824
2,"M","45-54","European","Less than HS Diploma","Republican",201
3,"M","45-54","European","Less than HS Diploma","Republican",231
4,"M","45-54","European","Less than HS Diploma","Republican",1079
5,"M","45-54","European","Less than HS Diploma","Republican",573
6,"M","45-54","European","Less than HS Diploma","Republican",401
7,"M","45-54","European","Less than HS Diploma","Republican",103
8,"M","45-54","European","Less than HS Diploma","Republican",732
9,"M","45-54","European","Less than HS Diploma","Republican",43
10,"M","45-54","European","Less than HS Diploma","Republican",507
11,"M","45-54","European","Less than HS Diploma","Republican",675
12,"M","45-54","European","Less than HS Diploma","Republican",483
13,"M","45-54","European","Less than HS Diploma","Republican",720
14,"M","45-54","European","Less than HS Diploma","Republican",386
15,"M","45-54","European","Less than HS Diploma","Republican",141
16,"M","45-54","European","Less than HS Diploma","Republican",32
17,"M","45-54","European","Less than HS Diploma","Republican",396
18,"M","45-54","European","Less than HS Diploma","Republican",60
19,"M","45-54","European","Less than HS Diploma","Republican",527
20,"M","45-54","European","Less than HS Diploma","Republican",70
21,"M","45-54","European","Less than HS Diploma","Republican",318
22,"M","45-54","European","Less than HS Diploma","Republican",275
23,"M","45-54","European","Less than HS Diploma","Republican",182
24,"M","45-54","European","Less than HS Diploma","Republican",167
25,"M","45-54","European","Less than HS Diploma","Republican",574
26,"M","45-54","European","Less than HS Diploma","Republican",394
27,"M","45-54","European","Less than HS Diploma","Republican",449
28,"M","45-54","European","Less than HS Diploma","Republican",148
29,"M","45-54","European","Less than HS Diploma","Republican",52
30,"M","45-54","European","Less than HS Diploma","Republican",70
31,"M","45-54","European","Less than HS Diploma","Republican",352
32,"M","45-54","European","Less than HS Diploma","Republican",184
33,"M","45-54","European","Less than HS Diploma","Republican",61
34,"M","45-54","European","Less than HS Diploma","Republican",93
35,"M","45-54","European","Less than HS Diploma","Republican",124
36,"M","45-54","European","Less than HS Diploma","Republican",803
1,"F","55-64","European","Less than HS Diploma","Republican",740
2,"F","55-64","European","Less than HS Diploma","Republican",257
3,"F","55-64","European","Less than HS Diploma","Republican",227
4,"F","55-64","European","Less than HS Diploma","Republican",915
5,"F","55-64","European","Less than HS Diploma","Republican",631
6,"F","55-64","European","Less than HS Diploma","Republican",464
7,"F","55-64","European","Less than HS Diploma","Republican",134
8,"F","55-64","European","Less than HS Diploma","Republican",843
9,"F","55-64","European","Less than HS Diploma","Republican",57
10,"F","55-64","European","Less than HS Diploma","Republican",497
11,"F","55-64","European","Less than HS Diploma","Republican",764
12,"F","55-64","European","Less than HS Diploma","Republican",540
13,"F","55-64","European","Less than HS Diploma","Republican",681
14,"F","55-64","European","Less than HS Diploma","Republican",476
15,"F","55-64","European","Less than HS Diploma","Republican",134
16,"F","55-64","European","Less than HS Diploma","Republican",32
17,"F","55-64","European","Less than HS Diploma","Republican",469
18,"F","55-64","European","Less than HS Diploma","Republican",78
19,"F","55-64","European","Less than HS Diploma","Republican",574
20,"F","55-64","European","Less than HS Diploma","Republican",83
21,"F","55-64","European","Less than HS Diploma","Republican",497
22,"F","55-64","European","Less than HS Diploma","Republican",315
23,"F","55-64","European","Less than HS Diploma","Republican",191
24,"F","55-64","European","Less than HS Diploma","Republican",240
25,"F","55-64","European","Less than HS Diploma","Republican",623
26,"F","55-64","European","Less than HS Diploma","Republican",421
27,"F","55-64","European","Less than HS Diploma","Republican",477
28,"F","55-64","European","Less than HS Diploma","Republican",134
29,"F","55-64","European","Less than HS Diploma","Republican",42
30,"F","55-64","European","Less than HS Diploma","Republican",92
31,"F","55-64","European","Less than HS Diploma","Republican",351
32,"F","55-64","European","Less than HS Diploma","Republican",240
33,"F","55-64","European","Less than HS Diploma","Republican",73
34,"F","55-64","European","Less than HS Diploma","Republican",113
35,"F","55-64","European","Less than HS Diploma","Republican",103
36,"F","55-64","European","Less than HS Diploma","Republican",719
1,"M","55-64","European","Less than HS Diploma","Republican",975
2,"M","55-64","European","Less than HS Diploma","Republican",293
3,"M","55-64","European","Less than HS Diploma","Republican",207
4,"M","55-64","European","Less than HS Diploma","Republican",1189
5,"M","55-64","European","Less than HS Diploma","Republican",791
6,"M","55-64","European","Less than HS Diploma","Republican",521
7,"M","55-64","European","Less than HS Diploma","Republican",132
8,"M","55-64","European","Less than HS Diploma","Republican",893
9,"M","55-64","European","Less than HS Diploma","Republican",70
10,"M","55-64","European","Less than HS Diploma","Republican",541
11,"M","55-64","European","Less than HS Diploma","Republican",863
12,"M","55-64","European","Less than HS Diploma","Republican",567
13,"M","55-64","European","Less than HS Diploma","Republican",809
14,"M","55-64","European","Less than HS Diploma","Republican",536
15,"M","55-64","European","Less than HS Diploma","Republican",196
16,"M","55-64","European","Less than HS Diploma","Republican",41
17,"M","55-64","European","Less than HS Diploma","Republican",522
18,"M","55-64","European","Less than HS Diploma","Republican",83
19,"M","55-64","European","Less than HS Diploma","Republican",647
20,"M","55-64","European","Less than HS Diploma","Republican",91
