FB_el_type,FB_survey_party,FB_week_to_el,Voters_Gender,age_cat,EthnicGroups_EthnicGroup1Desc,CommercialData_Education,Parties_Description,ID
US House,Rep,2,F,65_or_older,European,HS Diploma - Extremely Likely,Democratic,3438
US House,Dem,0,F,55-64,Likely African-American,Grad Degree - Extremely Likely,Democratic,3436
US House,Dem,2,F,45-54,European,Some College -Extremely Likely,Republican,3439
US House,Dem,6,F,65_or_older,European,Some College -Extremely Likely,Democratic,3440
US House,Dem,5,F,35-44,European,NA,Democratic,3441
US House,Dem,1,F,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3442
US Senate,Rep,3,M,35-44,Hispanic and Portuguese,Some College - Likely,Democratic,3443
US House,Rep,2,F,55-64,NA,Grad Degree - Extremely Likely,Democratic,3444
US House,Dem,2,M,55-64,European,Bach Degree - Likely,Democratic,3445
US House,Dem,1,F,55-64,European,NA,Democratic,3446
US House,Dem,1,F,55-64,European,NA,Democratic,3446
US Senate,Dem,6,M,65_or_older,European,Grad Degree - Likely,Democratic,3447
US Senate,Dem,6,F,25-34,European,NA,Democratic,3448
US House,Dem,1,F,55-64,European,NA,Democratic,3446
US House,Rep,3,F,55-64,European,NA,Republican,3449
US House,Dem,2,M,65_or_older,European,Some College -Extremely Likely,Democratic,3450
US House,Dem,1,M,65_or_older,European,Some College -Extremely Likely,Democratic,3450
US House,Dem,0,M,65_or_older,European,Some College -Extremely Likely,Democratic,3450
US House,Dem,0,M,65_or_older,European,Some College -Extremely Likely,Democratic,3450
US House,Rep,6,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3451
US House,Rep,4,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3451
US House,Rep,4,F,55-64,European,HS Diploma - Extremely Likely,Republican,3452
US House,Rep,5,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3453
US House,Dem,5,M,35-44,European,NA,Non-Partisan,3454
US House,Rep,3,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3453
US House,Dem,2,M,35-44,European,NA,Non-Partisan,3454
US House,Dem,2,F,55-64,Likely African-American,Bach Degree - Extremely Likely,Democratic,3455
US House,Rep,4,M,55-64,European,Some College -Extremely Likely,Republican,3456
US House,Dem,6,F,25-34,European,Some College - Likely,Democratic,3457
US House,Dem,4,F,25-34,European,Some College - Likely,Democratic,3457
US House,Rep,4,M,35-44,European,Bach Degree - Extremely Likely,Republican,3458
US House,Dem,3,F,25-34,European,Some College - Likely,Democratic,3457
US House,Dem,3,F,25-34,European,Some College - Likely,Democratic,3457
US House,Dem,0,M,45-54,European,HS Diploma - Extremely Likely,Democratic,3459
US Senate,Dem,4,F,25-34,European,NA,Non-Partisan,3460
US House,Rep,1,F,45-54,Hispanic and Portuguese,NA,Republican,3461
US House,Rep,2,F,35-44,Hispanic and Portuguese,Bach Degree - Likely,Republican,3462
US House,Dem,1,F,65_or_older,European,Bach Degree - Likely,Republican,3463
US Senate,Rep,1,M,35-44,Hispanic and Portuguese,NA,Democratic,3464
US Senate,Rep,2,M,35-44,Hispanic and Portuguese,NA,Democratic,3464
US House,Rep,2,F,55-64,European,HS Diploma - Extremely Likely,Republican,3465
US House,Rep,1,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3466
US House,Rep,1,F,45-54,European,Bach Degree - Extremely Likely,Republican,3467
US House,Dem,5,F,55-64,European,Grad Degree - Likely,Democratic,3468
US House,Rep,2,M,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,3469
US House,Rep,6,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3470
US House,Dem,3,F,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,3471
US Senate,Dem,6,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3472
US House,Dem,3,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3473
US House,Dem,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3474
US House,Dem,2,M,65_or_older,European,NA,Republican,3475
US House,Rep,4,F,55-64,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,3476
US House,Rep,4,F,55-64,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,3476
US House,Rep,2,F,55-64,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3477
US House,Dem,1,F,35-44,Hispanic and Portuguese,Some College - Likely,Democratic,3478
US House,Rep,1,F,35-44,Hispanic and Portuguese,NA,Democratic,3479
US Senate,Rep,1,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3480
US Senate,Rep,1,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3480
US Senate,Rep,2,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3480
US House,Rep,6,M,25-34,Hispanic and Portuguese,Bach Degree - Likely,Democratic,3481
US House,Rep,4,M,25-34,Hispanic and Portuguese,Bach Degree - Likely,Democratic,3481
US House,Rep,1,M,25-34,Hispanic and Portuguese,Bach Degree - Likely,Democratic,3481
US House,Rep,6,M,35-44,European,HS Diploma - Extremely Likely,Republican,3482
US House,Rep,5,F,35-44,European,Some College -Extremely Likely,Republican,3483
US House,Rep,1,F,35-44,European,Some College -Extremely Likely,Republican,3483
US House,Rep,2,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3484
US House,Dem,3,M,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Republican,3485
US House,Rep,4,F,45-54,Likely African-American,Bach Degree - Extremely Likely,Democratic,3486
US House,Dem,5,F,25-34,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3487
US House,Rep,4,F,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,3488
US Senate,Rep,5,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3489
US Senate,Rep,1,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3489
US Senate,Rep,5,F,25-34,Hispanic and Portuguese,Some College - Likely,Democratic,3488
US House,Dem,6,F,35-44,Hispanic and Portuguese,NA,Democratic,3490
US House,Rep,3,M,55-64,European,HS Diploma - Extremely Likely,Republican,3491
US House,Rep,0,M,25-34,Hispanic and Portuguese,NA,Democratic,3492
US House,Dem,2,F,35-44,Hispanic and Portuguese,NA,Democratic,3493
US Senate,Rep,1,M,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3494
US Senate,Dem,4,F,25-34,European,NA,Republican,3495
US House,Rep,6,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US House,Dem,5,F,65_or_older,Hispanic and Portuguese,Less than HS Diploma - Ex Like,Democratic,3497
US House,Rep,3,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US House,Rep,3,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US House,Rep,2,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US House,Dem,3,M,35-44,European,Grad Degree - Likely,Democratic,3498
US House,Rep,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US House,Rep,0,F,55-64,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3496
US Senate,Dem,3,F,25-34,Hispanic and Portuguese,NA,Democratic,3499
US Senate,Dem,0,F,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3500
US Senate,Dem,1,F,25-34,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3500
US Senate,Dem,2,F,25-34,Hispanic and Portuguese,NA,Democratic,3501
US Senate,Dem,3,F,25-34,Hispanic and Portuguese,NA,Democratic,3501
US House,Dem,6,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3502
US House,Rep,3,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3503
US House,Dem,1,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3502
US House,Dem,0,M,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3502
US House,Rep,6,F,65_or_older,Hispanic and Portuguese,Less than HS Diploma - Likely,Republican,3504
US House,Rep,5,F,65_or_older,Hispanic and Portuguese,Less than HS Diploma - Likely,Republican,3504
US House,Dem,6,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3505
US House,Rep,5,M,65_or_older,NA,HS Diploma - Likely,Republican,3506
US House,Rep,2,F,65_or_older,European,HS Diploma - Extremely Likely,Republican,3507
US House,Rep,6,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3508
US House,Dem,5,F,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3509
US House,Dem,4,F,55-64,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3510
US House,Rep,2,F,55-64,Hispanic and Portuguese,NA,Democratic,3511
US House,Rep,3,F,55-64,European,Some College -Extremely Likely,Republican,3512
US House,Rep,3,F,55-64,European,Some College -Extremely Likely,Republican,3512
US House,Dem,2,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3513
US Senate,Dem,4,F,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3514
US House,Dem,0,F,55-64,European,Bach Degree - Likely,Republican,3515
US Senate,Rep,3,F,65_or_older,European,Grad Degree - Extremely Likely,Republican,3516
US House,Rep,5,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Rep,5,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Rep,4,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Rep,4,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Rep,4,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Rep,1,M,55-64,European,HS Diploma - Extremely Likely,Republican,3517
US House,Dem,3,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3518
US House,Dem,5,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,4,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,4,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,3,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,2,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,1,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,1,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,1,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,6,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,5,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,5,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,5,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,0,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,1,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US Senate,Dem,2,M,65_or_older,European,Bach Degree - Extremely Likely,Democratic,3519
US House,Rep,5,M,45-54,European,Some College - Likely,Republican,3520
US Senate,Dem,4,F,55-64,Hispanic and Portuguese,NA,Democratic,3521
US House,Rep,3,F,65_or_older,NA,Some College -Extremely Likely,Republican,3522
US House,Rep,5,M,55-64,European,Grad Degree - Extremely Likely,Republican,3523
US House,Rep,1,F,65_or_older,NA,Some College -Extremely Likely,Republican,3522
US House,Rep,3,M,55-64,European,Grad Degree - Extremely Likely,Republican,3523
US House,Rep,2,M,55-64,European,Grad Degree - Extremely Likely,Republican,3523
US House,Rep,2,M,55-64,European,Grad Degree - Extremely Likely,Republican,3523
US House,Rep,1,M,55-64,European,Grad Degree - Extremely Likely,Republican,3523
US House,Dem,5,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3524
US House,Dem,5,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3524
US House,Dem,3,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3524
US House,Dem,2,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3524
US House,Dem,1,F,65_or_older,Hispanic and Portuguese,NA,Democratic,3524
US Senate,Dem,1,M,65_or_older,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,3525
US House,Dem,4,M,55-64,European,Some College -Extremely Likely,Non-Partisan,3526
US House,Dem,5,F,45-54,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,3527
US House,Dem,1,F,45-54,Hispanic and Portuguese,Less than HS Diploma - Likely,Democratic,3528
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3529
US Senate,Dem,4,M,55-64,European,Some College -Extremely Likely,Non-Partisan,3526
US Senate,Dem,4,M,55-64,European,Some College -Extremely Likely,Non-Partisan,3526
US House,Dem,3,F,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3530
US House,Rep,2,M,45-54,NA,Bach Degree - Likely,Republican,3531
US House,Rep,0,M,55-64,European,Bach Degree - Extremely Likely,Democratic,3532
US House,Rep,3,M,65_or_older,European,Bach Degree - Extremely Likely,Republican,3533
US House,Rep,2,F,45-54,East and South Asian,Bach Degree - Extremely Likely,Republican,3534
US House,Rep,2,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3536
US House,Rep,0,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,0,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US House,Rep,0,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3535
US Senate,Dem,5,F,45-54,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3537
US Senate,Rep,6,F,55-64,Hispanic and Portuguese,Grad Degree - Extremely Likely,Republican,3538
US House,Dem,3,M,45-54,Hispanic and Portuguese,Some College - Likely,Democratic,3539
US House,Dem,2,M,45-54,European,Bach Degree - Extremely Likely,Democratic,3540
US Senate,Rep,5,M,55-64,European,HS Diploma - Extremely Likely,Republican,3541
US Senate,Dem,4,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3542
US House,Dem,3,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3543
US House,Dem,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3543
US House,Rep,0,M,65_or_older,European,Some College -Extremely Likely,Republican,3544
US Senate,Rep,0,F,65_or_older,European,Bach Degree - Extremely Likely,Republican,3545
US House,Rep,1,M,45-54,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3546
US House,Dem,2,M,45-54,Hispanic and Portuguese,Grad Degree - Likely,Democratic,3547
US House,Rep,3,F,45-54,Hispanic and Portuguese,HS Diploma - Likely,Democratic,3548
US House,Dem,2,M,35-44,Hispanic and Portuguese,NA,Democratic,3549
US House,Rep,1,F,45-54,Other,Bach Degree - Extremely Likely,Democratic,3550
US Senate,Dem,6,F,45-54,Hispanic and Portuguese,Some College -Extremely Likely,Democratic,3551
US House,Rep,6,F,35-44,European,NA,Republican,3552
US House,Rep,2,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Republican,3553
US House,Dem,4,M,45-54,Hispanic and Portuguese,Grad Degree - Extremely Likely,Democratic,3554
US House,Rep,5,F,35-44,Hispanic and Portuguese,NA,Democratic,3555
US House,Rep,3,F,35-44,Hispanic and Portuguese,Bach Degree - Extremely Likely,Democratic,3556
US House,Dem,1,M,35-44,Hispanic and Portuguese,NA,Republican,3557
US House,Dem,1,M,35-44,Hispanic and Portuguese,NA,Republican,3557
US House,Dem,3,M,45-54,Hispanic and Portuguese,NA,Democratic,3558
US House,Rep,1,M,65_or_older,Hispanic and Portuguese,NA,Democratic,3559
US Senate,Dem,6,F,35-44,Hispanic and Portuguese,NA,Democratic,3560
US House,Dem,4,M,45-54,Hispanic and Portuguese,Some College - Likely,Democratic,3561
US House,Rep,0,M,65_or_older,European,NA,Democratic,3562
US House,Dem,1,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3563
US House,Rep,6,M,35-44,European,NA,Republican,3564
US House,Rep,6,M,35-44,European,NA,Republican,3564
US House,Rep,6,M,35-44,European,NA,Republican,3564
US House,Rep,5,M,35-44,European,NA,Republican,3564
US Senate,Rep,5,M,35-44,European,NA,Republican,3564
US Senate,Rep,6,F,35-44,European,Grad Degree - Likely,Republican,3565
US Senate,Rep,2,F,35-44,European,Grad Degree - Likely,Republican,3565
US Senate,Rep,3,F,35-44,European,Grad Degree - Likely,Republican,3565
US Senate,Rep,3,F,35-44,European,Grad Degree - Likely,Republican,3565
US House,Dem,5,F,35-44,Hispanic and Portuguese,NA,Democratic,3566
US Senate,Dem,1,M,65_or_older,European,Grad Degree - Extremely Likely,Democratic,3567
US House,Dem,5,F,35-44,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3568
US House,Dem,2,M,35-44,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3569
US House,Dem,1,F,65_or_older,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3570
US House,Rep,1,M,35-44,Hispanic and Portuguese,HS Diploma - Extremely Likely,Democratic,3571
